urn:cts:TraveLab:BT:en:Adler:token:1.1	These
urn:cts:TraveLab:BT:en:Adler:token:244.19	.
urn:cts:TraveLab:BT:en:Adler:token:244.20	58
urn:cts:TraveLab:BT:en:Adler:token:245.1	Its
urn:cts:TraveLab:BT:en:Adler:token:245.2	three
urn:cts:TraveLab:BT:en:Adler:token:245.3	walls
urn:cts:TraveLab:BT:en:Adler:token:245.4	are
urn:cts:TraveLab:BT:en:Adler:token:245.5	of
urn:cts:TraveLab:BT:en:Adler:token:245.6	stone
urn:cts:TraveLab:BT:en:Adler:token:245.7	,
urn:cts:TraveLab:BT:en:Adler:token:245.8	and
urn:cts:TraveLab:BT:en:Adler:token:245.9	the
urn:cts:TraveLab:BT:en:Adler:token:245.10	western
urn:cts:TraveLab:BT:en:Adler:token:245.11	wall
urn:cts:TraveLab:BT:en:Adler:token:245.12	is
urn:cts:TraveLab:BT:en:Adler:token:245.13	on
urn:cts:TraveLab:BT:en:Adler:token:245.14	the
urn:cts:TraveLab:BT:en:Adler:token:245.15	river
urn:cts:TraveLab:BT:en:Adler:token:245.16	Euphrates
urn:cts:TraveLab:BT:en:Adler:token:245.17	.
urn:cts:TraveLab:BT:en:Adler:token:246.1	No
urn:cts:TraveLab:BT:en:Adler:token:246.2	portion
urn:cts:TraveLab:BT:en:Adler:token:246.3	of
urn:cts:TraveLab:BT:en:Adler:token:246.4	the
urn:cts:TraveLab:BT:en:Adler:token:246.5	wall
urn:cts:TraveLab:BT:en:Adler:token:246.6	is
urn:cts:TraveLab:BT:en:Adler:token:246.7	built
urn:cts:TraveLab:BT:en:Adler:token:246.8	of
urn:cts:TraveLab:BT:en:Adler:token:246.9	either
urn:cts:TraveLab:BT:en:Adler:token:246.10	stone
urn:cts:TraveLab:BT:en:Adler:token:246.11	or
urn:cts:TraveLab:BT:en:Adler:token:246.12	brick
urn:cts:TraveLab:BT:en:Adler:token:246.13	,
urn:cts:TraveLab:BT:en:Adler:token:246.14	but
urn:cts:TraveLab:BT:en:Adler:token:246.15	consists
urn:cts:TraveLab:BT:en:Adler:token:246.16	entirely
urn:cts:TraveLab:BT:en:Adler:token:246.17	of
urn:cts:TraveLab:BT:en:Adler:token:246.18	the
urn:cts:TraveLab:BT:en:Adler:token:246.19	dust
urn:cts:TraveLab:BT:en:Adler:token:246.20	which
urn:cts:TraveLab:BT:en:Adler:token:246.21	Jechaniah
urn:cts:TraveLab:BT:en:Adler:token:246.22	brought
urn:cts:TraveLab:BT:en:Adler:token:246.23	with
urn:cts:TraveLab:BT:en:Adler:token:246.24	him
urn:cts:TraveLab:BT:en:Adler:token:246.25	.
urn:cts:TraveLab:BT:en:Adler:token:247.1	The
urn:cts:TraveLab:BT:en:Adler:token:247.2	synagogue
urn:cts:TraveLab:BT:en:Adler:token:247.3	has
urn:cts:TraveLab:BT:en:Adler:token:247.4	no
urn:cts:TraveLab:BT:en:Adler:token:247.5	roof
urn:cts:TraveLab:BT:en:Adler:token:247.6	,
urn:cts:TraveLab:BT:en:Adler:token:247.7	for
urn:cts:TraveLab:BT:en:Adler:token:247.8	everything
urn:cts:TraveLab:BT:en:Adler:token:247.9	is
urn:cts:TraveLab:BT:en:Adler:token:247.10	desolate
urn:cts:TraveLab:BT:en:Adler:token:247.11	.
urn:cts:TraveLab:BT:en:Adler:token:248.1	And
urn:cts:TraveLab:BT:en:Adler:token:248.2	the
urn:cts:TraveLab:BT:en:Adler:token:248.3	Jews
urn:cts:TraveLab:BT:en:Adler:token:248.4	told
urn:cts:TraveLab:BT:en:Adler:token:248.5	him
urn:cts:TraveLab:BT:en:Adler:token:248.6	that
urn:cts:TraveLab:BT:en:Adler:token:248.7	in
urn:cts:TraveLab:BT:en:Adler:token:248.8	the
urn:cts:TraveLab:BT:en:Adler:token:248.9	night
urn:cts:TraveLab:BT:en:Adler:token:248.10	they
urn:cts:TraveLab:BT:en:Adler:token:248.11	see
urn:cts:TraveLab:BT:en:Adler:token:248.12	a
urn:cts:TraveLab:BT:en:Adler:token:248.13	column
urn:cts:TraveLab:BT:en:Adler:token:248.14	of
urn:cts:TraveLab:BT:en:Adler:token:248.15	fire
urn:cts:TraveLab:BT:en:Adler:token:248.16	issue
urn:cts:TraveLab:BT:en:Adler:token:248.17	from
urn:cts:TraveLab:BT:en:Adler:token:248.18	it
urn:cts:TraveLab:BT:en:Adler:token:248.19	,
urn:cts:TraveLab:BT:en:Adler:token:248.20	extending
urn:cts:TraveLab:BT:en:Adler:token:248.21	as
urn:cts:TraveLab:BT:en:Adler:token:248.22	far
urn:cts:TraveLab:BT:en:Adler:token:248.23	as
urn:cts:TraveLab:BT:en:Adler:token:248.24	the
urn:cts:TraveLab:BT:en:Adler:token:248.25	grave
urn:cts:TraveLab:BT:en:Adler:token:248.26	of
urn:cts:TraveLab:BT:en:Adler:token:248.27	Brusak
urn:cts:TraveLab:BT:en:Adler:token:248.28	,
urn:cts:TraveLab:BT:en:Adler:token:248.29	which
urn:cts:TraveLab:BT:en:Adler:token:248.30	he
urn:cts:TraveLab:BT:en:Adler:token:248.31	mentioned
urn:cts:TraveLab:BT:en:Adler:token:248.32	before
urn:cts:TraveLab:BT:en:Adler:token:248.33	.
urn:cts:TraveLab:BT:en:Adler:token:249.1	He
urn:cts:TraveLab:BT:en:Adler:token:249.2	then
urn:cts:TraveLab:BT:en:Adler:token:249.3	returned
urn:cts:TraveLab:BT:en:Adler:token:249.4	,
urn:cts:TraveLab:BT:en:Adler:token:249.5	and
urn:cts:TraveLab:BT:en:Adler:token:249.6	came
urn:cts:TraveLab:BT:en:Adler:token:249.7	to
urn:cts:TraveLab:BT:en:Adler:token:249.8	a
urn:cts:TraveLab:BT:en:Adler:token:249.9	city
urn:cts:TraveLab:BT:en:Adler:token:249.10	called
urn:cts:TraveLab:BT:en:Adler:token:249.11	Mella
urn:cts:TraveLab:BT:en:Adler:token:249.12	,
urn:cts:TraveLab:BT:en:Adler:token:249.13	59
urn:cts:TraveLab:BT:en:Adler:token:249.14	where
urn:cts:TraveLab:BT:en:Adler:token:249.15	the
urn:cts:TraveLab:BT:en:Adler:token:249.16	grave
urn:cts:TraveLab:BT:en:Adler:token:249.17	of
urn:cts:TraveLab:BT:en:Adler:token:249.18	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:249.19	Meir
urn:cts:TraveLab:BT:en:Adler:token:249.20	is
urn:cts:TraveLab:BT:en:Adler:token:249.21	,
urn:cts:TraveLab:BT:en:Adler:token:249.22	the
urn:cts:TraveLab:BT:en:Adler:token:249.23	same
urn:cts:TraveLab:BT:en:Adler:token:249.24	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:249.25	Meir
urn:cts:TraveLab:BT:en:Adler:token:249.26	mentioned
urn:cts:TraveLab:BT:en:Adler:token:249.27	in
urn:cts:TraveLab:BT:en:Adler:token:249.28	the
urn:cts:TraveLab:BT:en:Adler:token:249.29	Mishnah
urn:cts:TraveLab:BT:en:Adler:token:249.30	.
urn:cts:TraveLab:BT:en:Adler:token:249.31	60
urn:cts:TraveLab:BT:en:Adler:token:250.1	Before
urn:cts:TraveLab:BT:en:Adler:token:250.2	the
urn:cts:TraveLab:BT:en:Adler:token:250.3	town
urn:cts:TraveLab:BT:en:Adler:token:250.4	,
urn:cts:TraveLab:BT:en:Adler:token:250.5	by
urn:cts:TraveLab:BT:en:Adler:token:250.6	the
urn:cts:TraveLab:BT:en:Adler:token:250.7	water
urn:cts:TraveLab:BT:en:Adler:token:250.8	,
urn:cts:TraveLab:BT:en:Adler:token:250.9	is
urn:cts:TraveLab:BT:en:Adler:token:250.10	a
urn:cts:TraveLab:BT:en:Adler:token:250.11	field
urn:cts:TraveLab:BT:en:Adler:token:250.12	,
urn:cts:TraveLab:BT:en:Adler:token:250.13	and
urn:cts:TraveLab:BT:en:Adler:token:250.14	in
urn:cts:TraveLab:BT:en:Adler:token:250.15	that
urn:cts:TraveLab:BT:en:Adler:token:250.16	field
urn:cts:TraveLab:BT:en:Adler:token:250.17	is
urn:cts:TraveLab:BT:en:Adler:token:250.18	the
urn:cts:TraveLab:BT:en:Adler:token:250.19	grave
urn:cts:TraveLab:BT:en:Adler:token:250.20	.
urn:cts:TraveLab:BT:en:Adler:token:251.1	And
urn:cts:TraveLab:BT:en:Adler:token:251.2	as
urn:cts:TraveLab:BT:en:Adler:token:251.3	the
urn:cts:TraveLab:BT:en:Adler:token:251.4	Euphrates
urn:cts:TraveLab:BT:en:Adler:token:251.5	,
urn:cts:TraveLab:BT:en:Adler:token:251.6	when
urn:cts:TraveLab:BT:en:Adler:token:251.7	it
urn:cts:TraveLab:BT:en:Adler:token:251.8	rose
urn:cts:TraveLab:BT:en:Adler:token:251.9	,
urn:cts:TraveLab:BT:en:Adler:token:251.10	inundated
urn:cts:TraveLab:BT:en:Adler:token:251.11	the
urn:cts:TraveLab:BT:en:Adler:token:251.12	grave
urn:cts:TraveLab:BT:en:Adler:token:251.13	,
urn:cts:TraveLab:BT:en:Adler:token:251.14	they
urn:cts:TraveLab:BT:en:Adler:token:251.15	took
urn:cts:TraveLab:BT:en:Adler:token:251.16	of
urn:cts:TraveLab:BT:en:Adler:token:251.17	the
urn:cts:TraveLab:BT:en:Adler:token:251.18	money
urn:cts:TraveLab:BT:en:Adler:token:251.19	vowed
urn:cts:TraveLab:BT:en:Adler:token:251.20	by
urn:cts:TraveLab:BT:en:Adler:token:251.21	Jews
urn:cts:TraveLab:BT:en:Adler:token:251.22	and
urn:cts:TraveLab:BT:en:Adler:token:251.23	Ishmaelites
urn:cts:TraveLab:BT:en:Adler:token:251.24	and
urn:cts:TraveLab:BT:en:Adler:token:251.25	built
urn:cts:TraveLab:BT:en:Adler:token:251.26	a
urn:cts:TraveLab:BT:en:Adler:token:251.27	city
urn:cts:TraveLab:BT:en:Adler:token:251.28	round
urn:cts:TraveLab:BT:en:Adler:token:251.29	his
urn:cts:TraveLab:BT:en:Adler:token:251.30	grave
urn:cts:TraveLab:BT:en:Adler:token:251.31	,
urn:cts:TraveLab:BT:en:Adler:token:251.32	with
urn:cts:TraveLab:BT:en:Adler:token:251.33	towers
urn:cts:TraveLab:BT:en:Adler:token:251.34	in
urn:cts:TraveLab:BT:en:Adler:token:251.35	the
urn:cts:TraveLab:BT:en:Adler:token:251.36	midst
urn:cts:TraveLab:BT:en:Adler:token:251.37	of
urn:cts:TraveLab:BT:en:Adler:token:251.38	the
urn:cts:TraveLab:BT:en:Adler:token:251.39	water
urn:cts:TraveLab:BT:en:Adler:token:251.40	.
urn:cts:TraveLab:BT:en:Adler:token:252.1	There
urn:cts:TraveLab:BT:en:Adler:token:252.2	is
urn:cts:TraveLab:BT:en:Adler:token:252.3	a
urn:cts:TraveLab:BT:en:Adler:token:252.4	beautiful
urn:cts:TraveLab:BT:en:Adler:token:252.5	house
urn:cts:TraveLab:BT:en:Adler:token:252.6	over
urn:cts:TraveLab:BT:en:Adler:token:252.7	his
urn:cts:TraveLab:BT:en:Adler:token:252.8	grave
urn:cts:TraveLab:BT:en:Adler:token:252.9	,
urn:cts:TraveLab:BT:en:Adler:token:252.10	which
urn:cts:TraveLab:BT:en:Adler:token:252.11	the
urn:cts:TraveLab:BT:en:Adler:token:252.12	Ishmaelites
urn:cts:TraveLab:BT:en:Adler:token:252.13	call
urn:cts:TraveLab:BT:en:Adler:token:252.14	Chinuk
urn:cts:TraveLab:BT:en:Adler:token:252.15	(
urn:cts:TraveLab:BT:en:Adler:token:252.16	Choking
urn:cts:TraveLab:BT:en:Adler:token:252.17	)
urn:cts:TraveLab:BT:en:Adler:token:252.18	.
urn:cts:TraveLab:BT:en:Adler:token:253.1	The
urn:cts:TraveLab:BT:en:Adler:token:253.2	reason
urn:cts:TraveLab:BT:en:Adler:token:253.3	thereof
urn:cts:TraveLab:BT:en:Adler:token:253.4	is
urn:cts:TraveLab:BT:en:Adler:token:253.5	that
urn:cts:TraveLab:BT:en:Adler:token:253.6	one
urn:cts:TraveLab:BT:en:Adler:token:253.7	day
urn:cts:TraveLab:BT:en:Adler:token:253.8	the
urn:cts:TraveLab:BT:en:Adler:token:253.9	sultan
urn:cts:TraveLab:BT:en:Adler:token:253.10	came
urn:cts:TraveLab:BT:en:Adler:token:253.11	and
urn:cts:TraveLab:BT:en:Adler:token:253.12	took
urn:cts:TraveLab:BT:en:Adler:token:253.13	away
urn:cts:TraveLab:BT:en:Adler:token:253.14	one
urn:cts:TraveLab:BT:en:Adler:token:253.15	of
urn:cts:TraveLab:BT:en:Adler:token:253.16	the
urn:cts:TraveLab:BT:en:Adler:token:253.17	35
urn:cts:TraveLab:BT:en:Adler:token:253.18	stones
urn:cts:TraveLab:BT:en:Adler:token:253.19	forming
urn:cts:TraveLab:BT:en:Adler:token:253.20	one
urn:cts:TraveLab:BT:en:Adler:token:253.21	of
urn:cts:TraveLab:BT:en:Adler:token:253.22	the
urn:cts:TraveLab:BT:en:Adler:token:253.23	steps
urn:cts:TraveLab:BT:en:Adler:token:253.24	leading
urn:cts:TraveLab:BT:en:Adler:token:253.25	to
urn:cts:TraveLab:BT:en:Adler:token:253.26	his
urn:cts:TraveLab:BT:en:Adler:token:253.27	grave
urn:cts:TraveLab:BT:en:Adler:token:253.28	.
urn:cts:TraveLab:BT:en:Adler:token:254.1	But
urn:cts:TraveLab:BT:en:Adler:token:254.2	in
urn:cts:TraveLab:BT:en:Adler:token:254.3	the
urn:cts:TraveLab:BT:en:Adler:token:254.4	night
urn:cts:TraveLab:BT:en:Adler:token:254.5	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:254.6	Meir
urn:cts:TraveLab:BT:en:Adler:token:254.7	appeared
urn:cts:TraveLab:BT:en:Adler:token:254.8	to
urn:cts:TraveLab:BT:en:Adler:token:254.9	him
urn:cts:TraveLab:BT:en:Adler:token:254.10	in
urn:cts:TraveLab:BT:en:Adler:token:254.11	a
urn:cts:TraveLab:BT:en:Adler:token:254.12	dream
urn:cts:TraveLab:BT:en:Adler:token:254.13	,
urn:cts:TraveLab:BT:en:Adler:token:254.14	seized
urn:cts:TraveLab:BT:en:Adler:token:254.15	him
urn:cts:TraveLab:BT:en:Adler:token:254.16	by
urn:cts:TraveLab:BT:en:Adler:token:254.17	the
urn:cts:TraveLab:BT:en:Adler:token:254.18	throat
urn:cts:TraveLab:BT:en:Adler:token:254.19	as
urn:cts:TraveLab:BT:en:Adler:token:254.20	though
urn:cts:TraveLab:BT:en:Adler:token:254.21	he
urn:cts:TraveLab:BT:en:Adler:token:254.22	was
urn:cts:TraveLab:BT:en:Adler:token:254.23	going
urn:cts:TraveLab:BT:en:Adler:token:254.24	to
urn:cts:TraveLab:BT:en:Adler:token:254.25	choke
urn:cts:TraveLab:BT:en:Adler:token:254.26	him
urn:cts:TraveLab:BT:en:Adler:token:254.27	,
urn:cts:TraveLab:BT:en:Adler:token:254.28	saying
urn:cts:TraveLab:BT:en:Adler:token:254.29	to
urn:cts:TraveLab:BT:en:Adler:token:254.30	him
urn:cts:TraveLab:BT:en:Adler:token:254.31	,
urn:cts:TraveLab:BT:en:Adler:token:254.32	Why
urn:cts:TraveLab:BT:en:Adler:token:254.33	didst
urn:cts:TraveLab:BT:en:Adler:token:254.34	thou
urn:cts:TraveLab:BT:en:Adler:token:254.35	carry
urn:cts:TraveLab:BT:en:Adler:token:254.36	away
urn:cts:TraveLab:BT:en:Adler:token:254.37	my
urn:cts:TraveLab:BT:en:Adler:token:254.38	stone
urn:cts:TraveLab:BT:en:Adler:token:254.39	?
urn:cts:TraveLab:BT:en:Adler:token:255.1	Dost
urn:cts:TraveLab:BT:en:Adler:token:255.2	thou
urn:cts:TraveLab:BT:en:Adler:token:255.3	not
urn:cts:TraveLab:BT:en:Adler:token:255.4	know
urn:cts:TraveLab:BT:en:Adler:token:255.5	that
urn:cts:TraveLab:BT:en:Adler:token:255.6	I
urn:cts:TraveLab:BT:en:Adler:token:255.7	am
urn:cts:TraveLab:BT:en:Adler:token:255.8	righteous
urn:cts:TraveLab:BT:en:Adler:token:255.9	,
urn:cts:TraveLab:BT:en:Adler:token:255.10	and
urn:cts:TraveLab:BT:en:Adler:token:255.11	beloved
urn:cts:TraveLab:BT:en:Adler:token:255.12	by
urn:cts:TraveLab:BT:en:Adler:token:255.13	God
urn:cts:TraveLab:BT:en:Adler:token:255.14	?
urn:cts:TraveLab:BT:en:Adler:token:256.1	The
urn:cts:TraveLab:BT:en:Adler:token:256.2	sultan
urn:cts:TraveLab:BT:en:Adler:token:256.3	then
urn:cts:TraveLab:BT:en:Adler:token:256.4	begged
urn:cts:TraveLab:BT:en:Adler:token:256.5	the
urn:cts:TraveLab:BT:en:Adler:token:256.6	rabbi’s
urn:cts:TraveLab:BT:en:Adler:token:256.7	pardon
urn:cts:TraveLab:BT:en:Adler:token:256.8	.
urn:cts:TraveLab:BT:en:Adler:token:257.1	But
urn:cts:TraveLab:BT:en:Adler:token:257.2	he
urn:cts:TraveLab:BT:en:Adler:token:257.3	replied
urn:cts:TraveLab:BT:en:Adler:token:257.4	,
urn:cts:TraveLab:BT:en:Adler:token:257.5	I
urn:cts:TraveLab:BT:en:Adler:token:257.6	will
urn:cts:TraveLab:BT:en:Adler:token:257.7	not
urn:cts:TraveLab:BT:en:Adler:token:257.8	do
urn:cts:TraveLab:BT:en:Adler:token:257.9	so
urn:cts:TraveLab:BT:en:Adler:token:257.10	until
urn:cts:TraveLab:BT:en:Adler:token:257.11	thou
urn:cts:TraveLab:BT:en:Adler:token:257.12	earnest
urn:cts:TraveLab:BT:en:Adler:token:257.13	it
urn:cts:TraveLab:BT:en:Adler:token:257.14	back
urn:cts:TraveLab:BT:en:Adler:token:257.15	on
urn:cts:TraveLab:BT:en:Adler:token:257.16	thy
urn:cts:TraveLab:BT:en:Adler:token:257.17	own
urn:cts:TraveLab:BT:en:Adler:token:257.18	shoulder
urn:cts:TraveLab:BT:en:Adler:token:257.19	,
urn:cts:TraveLab:BT:en:Adler:token:257.20	before
urn:cts:TraveLab:BT:en:Adler:token:257.21	the
urn:cts:TraveLab:BT:en:Adler:token:257.22	eyes
urn:cts:TraveLab:BT:en:Adler:token:257.23	of
urn:cts:TraveLab:BT:en:Adler:token:257.24	all
urn:cts:TraveLab:BT:en:Adler:token:257.25	,
urn:cts:TraveLab:BT:en:Adler:token:257.26	saying
urn:cts:TraveLab:BT:en:Adler:token:257.27	,
urn:cts:TraveLab:BT:en:Adler:token:257.28	I
urn:cts:TraveLab:BT:en:Adler:token:257.29	was
urn:cts:TraveLab:BT:en:Adler:token:257.30	wicked
urn:cts:TraveLab:BT:en:Adler:token:257.31	in
urn:cts:TraveLab:BT:en:Adler:token:257.32	robbing
urn:cts:TraveLab:BT:en:Adler:token:257.33	my
urn:cts:TraveLab:BT:en:Adler:token:257.34	lord
urn:cts:TraveLab:BT:en:Adler:token:257.35	the
urn:cts:TraveLab:BT:en:Adler:token:257.36	righteous
urn:cts:TraveLab:BT:en:Adler:token:257.37	.
urn:cts:TraveLab:BT:en:Adler:token:258.1	In
urn:cts:TraveLab:BT:en:Adler:token:258.2	the
urn:cts:TraveLab:BT:en:Adler:token:258.3	morrow
urn:cts:TraveLab:BT:en:Adler:token:258.4	he
urn:cts:TraveLab:BT:en:Adler:token:258.5	carried
urn:cts:TraveLab:BT:en:Adler:token:258.6	the
urn:cts:TraveLab:BT:en:Adler:token:258.7	stone
urn:cts:TraveLab:BT:en:Adler:token:258.8	on
urn:cts:TraveLab:BT:en:Adler:token:258.9	his
urn:cts:TraveLab:BT:en:Adler:token:258.10	shoulder
urn:cts:TraveLab:BT:en:Adler:token:258.11	and
urn:cts:TraveLab:BT:en:Adler:token:258.12	put
urn:cts:TraveLab:BT:en:Adler:token:258.13	it
urn:cts:TraveLab:BT:en:Adler:token:258.14	on
urn:cts:TraveLab:BT:en:Adler:token:258.15	its
urn:cts:TraveLab:BT:en:Adler:token:258.16	former
urn:cts:TraveLab:BT:en:Adler:token:258.17	place
urn:cts:TraveLab:BT:en:Adler:token:258.18	,
urn:cts:TraveLab:BT:en:Adler:token:258.19	saying
urn:cts:TraveLab:BT:en:Adler:token:258.20	,
urn:cts:TraveLab:BT:en:Adler:token:258.21	I
urn:cts:TraveLab:BT:en:Adler:token:258.22	was
urn:cts:TraveLab:BT:en:Adler:token:258.23	wicked
urn:cts:TraveLab:BT:en:Adler:token:258.24	in
urn:cts:TraveLab:BT:en:Adler:token:258.25	robbing
urn:cts:TraveLab:BT:en:Adler:token:258.26	my
urn:cts:TraveLab:BT:en:Adler:token:258.27	lord
urn:cts:TraveLab:BT:en:Adler:token:258.28	the
urn:cts:TraveLab:BT:en:Adler:token:258.29	righteous
urn:cts:TraveLab:BT:en:Adler:token:258.30	.
urn:cts:TraveLab:BT:en:Adler:token:259.1	Therefore
urn:cts:TraveLab:BT:en:Adler:token:259.2	the
urn:cts:TraveLab:BT:en:Adler:token:259.3	Ishmaelites
urn:cts:TraveLab:BT:en:Adler:token:259.4	fear
urn:cts:TraveLab:BT:en:Adler:token:259.5	him
urn:cts:TraveLab:BT:en:Adler:token:259.6	,
urn:cts:TraveLab:BT:en:Adler:token:259.7	worship
urn:cts:TraveLab:BT:en:Adler:token:259.8	on
urn:cts:TraveLab:BT:en:Adler:token:259.9	his
urn:cts:TraveLab:BT:en:Adler:token:259.10	grave
urn:cts:TraveLab:BT:en:Adler:token:259.11	,
urn:cts:TraveLab:BT:en:Adler:token:259.12	make
urn:cts:TraveLab:BT:en:Adler:token:259.13	him
urn:cts:TraveLab:BT:en:Adler:token:259.14	presents
urn:cts:TraveLab:BT:en:Adler:token:259.15	,
urn:cts:TraveLab:BT:en:Adler:token:259.16	and
urn:cts:TraveLab:BT:en:Adler:token:259.17	vow
urn:cts:TraveLab:BT:en:Adler:token:259.18	that
urn:cts:TraveLab:BT:en:Adler:token:259.19	if
urn:cts:TraveLab:BT:en:Adler:token:259.20	they
urn:cts:TraveLab:BT:en:Adler:token:259.21	should
urn:cts:TraveLab:BT:en:Adler:token:259.22	return
urn:cts:TraveLab:BT:en:Adler:token:259.23	in
urn:cts:TraveLab:BT:en:Adler:token:259.24	peace
urn:cts:TraveLab:BT:en:Adler:token:259.25	they
urn:cts:TraveLab:BT:en:Adler:token:259.26	would
urn:cts:TraveLab:BT:en:Adler:token:259.27	give
urn:cts:TraveLab:BT:en:Adler:token:259.28	him
urn:cts:TraveLab:BT:en:Adler:token:259.29	this
urn:cts:TraveLab:BT:en:Adler:token:259.30	or
urn:cts:TraveLab:BT:en:Adler:token:259.31	that
urn:cts:TraveLab:BT:en:Adler:token:259.32	.
urn:cts:TraveLab:BT:en:Adler:token:260.1	Whereever
urn:cts:TraveLab:BT:en:Adler:token:260.2	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:260.3	Petachia
urn:cts:TraveLab:BT:en:Adler:token:260.4	showed
urn:cts:TraveLab:BT:en:Adler:token:260.5	the
urn:cts:TraveLab:BT:en:Adler:token:260.6	seal
urn:cts:TraveLab:BT:en:Adler:token:260.7	of
urn:cts:TraveLab:BT:en:Adler:token:260.8	the
urn:cts:TraveLab:BT:en:Adler:token:260.9	head
urn:cts:TraveLab:BT:en:Adler:token:260.10	of
urn:cts:TraveLab:BT:en:Adler:token:260.11	the
urn:cts:TraveLab:BT:en:Adler:token:260.12	academy
urn:cts:TraveLab:BT:en:Adler:token:260.13	,
urn:cts:TraveLab:BT:en:Adler:token:260.14	men
urn:cts:TraveLab:BT:en:Adler:token:260.15	armed
urn:cts:TraveLab:BT:en:Adler:token:260.16	with
urn:cts:TraveLab:BT:en:Adler:token:260.17	spears
urn:cts:TraveLab:BT:en:Adler:token:260.18	came
urn:cts:TraveLab:BT:en:Adler:token:260.19	immediately
urn:cts:TraveLab:BT:en:Adler:token:260.20	forward
urn:cts:TraveLab:BT:en:Adler:token:260.21	and
urn:cts:TraveLab:BT:en:Adler:token:260.22	escorted
urn:cts:TraveLab:BT:en:Adler:token:260.23	him
urn:cts:TraveLab:BT:en:Adler:token:260.24	.
urn:cts:TraveLab:BT:en:Adler:token:261.1	From
urn:cts:TraveLab:BT:en:Adler:token:261.2	the
urn:cts:TraveLab:BT:en:Adler:token:261.3	grave
urn:cts:TraveLab:BT:en:Adler:token:261.4	of
urn:cts:TraveLab:BT:en:Adler:token:261.5	Ezekiel
urn:cts:TraveLab:BT:en:Adler:token:261.6	to
urn:cts:TraveLab:BT:en:Adler:token:261.7	that
urn:cts:TraveLab:BT:en:Adler:token:261.8	of
urn:cts:TraveLab:BT:en:Adler:token:261.9	Baruch
urn:cts:TraveLab:BT:en:Adler:token:261.10	,
urn:cts:TraveLab:BT:en:Adler:token:261.11	son
urn:cts:TraveLab:BT:en:Adler:token:261.12	of
urn:cts:TraveLab:BT:en:Adler:token:261.13	Neriah
urn:cts:TraveLab:BT:en:Adler:token:261.14	,
urn:cts:TraveLab:BT:en:Adler:token:261.15	is
urn:cts:TraveLab:BT:en:Adler:token:261.16	a
urn:cts:TraveLab:BT:en:Adler:token:261.17	distance
urn:cts:TraveLab:BT:en:Adler:token:261.18	of
urn:cts:TraveLab:BT:en:Adler:token:261.19	a
urn:cts:TraveLab:BT:en:Adler:token:261.20	mile
urn:cts:TraveLab:BT:en:Adler:token:261.21	,
urn:cts:TraveLab:BT:en:Adler:token:261.22	and
urn:cts:TraveLab:BT:en:Adler:token:261.23	from
urn:cts:TraveLab:BT:en:Adler:token:261.24	the
urn:cts:TraveLab:BT:en:Adler:token:261.25	grave
urn:cts:TraveLab:BT:en:Adler:token:261.26	of
urn:cts:TraveLab:BT:en:Adler:token:261.27	Baruch
urn:cts:TraveLab:BT:en:Adler:token:261.28	,
urn:cts:TraveLab:BT:en:Adler:token:261.29	son
urn:cts:TraveLab:BT:en:Adler:token:261.30	of
urn:cts:TraveLab:BT:en:Adler:token:261.31	Neriah
urn:cts:TraveLab:BT:en:Adler:token:261.32	,
urn:cts:TraveLab:BT:en:Adler:token:261.33	to
urn:cts:TraveLab:BT:en:Adler:token:261.34	that
urn:cts:TraveLab:BT:en:Adler:token:261.35	of
urn:cts:TraveLab:BT:en:Adler:token:261.36	Nahum
urn:cts:TraveLab:BT:en:Adler:token:261.37	,
urn:cts:TraveLab:BT:en:Adler:token:261.38	the
urn:cts:TraveLab:BT:en:Adler:token:261.39	Elkoshite
urn:cts:TraveLab:BT:en:Adler:token:261.40	,
urn:cts:TraveLab:BT:en:Adler:token:261.41	61
urn:cts:TraveLab:BT:en:Adler:token:261.42	is
urn:cts:TraveLab:BT:en:Adler:token:261.43	about
urn:cts:TraveLab:BT:en:Adler:token:261.44	four
urn:cts:TraveLab:BT:en:Adler:token:261.45	parasangs
urn:cts:TraveLab:BT:en:Adler:token:261.46	.
urn:cts:TraveLab:BT:en:Adler:token:262.1	Between
urn:cts:TraveLab:BT:en:Adler:token:262.2	them
urn:cts:TraveLab:BT:en:Adler:token:262.3	,
urn:cts:TraveLab:BT:en:Adler:token:262.4	in
urn:cts:TraveLab:BT:en:Adler:token:262.5	the
urn:cts:TraveLab:BT:en:Adler:token:262.6	middle
urn:cts:TraveLab:BT:en:Adler:token:262.7	,
urn:cts:TraveLab:BT:en:Adler:token:262.8	is
urn:cts:TraveLab:BT:en:Adler:token:262.9	the
urn:cts:TraveLab:BT:en:Adler:token:262.10	grave
urn:cts:TraveLab:BT:en:Adler:token:262.11	of
urn:cts:TraveLab:BT:en:Adler:token:262.12	Abba
urn:cts:TraveLab:BT:en:Adler:token:262.13	Aricha
urn:cts:TraveLab:BT:en:Adler:token:262.14	.
urn:cts:TraveLab:BT:en:Adler:token:262.15	62
urn:cts:TraveLab:BT:en:Adler:token:263.1	The
urn:cts:TraveLab:BT:en:Adler:token:263.2	length
